Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Theo Walcott,Forward,25,0.0,13.0,0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,354,14.16,7.0,42.0,0,0.0,0.0,1,0,9,2,1.0,1.0,0.0,1.0,0.08,0.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,calf strain,8-Dec-19,25-Dec-19
Theo Walcott,Forward,25,0.0,13.0,0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,354,14.16,7.0,42.0,0,0.0,0.0,1,0,9,2,1.0,1.0,0.0,1.0,0.08,0.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,knee injury,9-Feb-20,28-Feb-20
Theo Walcott,Forward,25,0.0,13.0,0,0.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,354,14.16,7.0,42.0,0,0.0,0.0,1,0,9,2,1.0,1.0,0.0,1.0,0.08,0.0,31.0,10.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2019/20,abdominal muscle strain,8-Jun-20,8-Jul-20
Aaron Wan-Bissaka,Defender,35,11.0,129.0,62%,0.0,2.0,66.0,58.0,26.0,0.0,179.0,226.0,148.0,54.0,24.0,35.0,4,"1,651",47.17,4.0,103.0,14%,2.0,33.0,8,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2019/20,Tonsillitis,27-Sep-19,19-Oct-19
Ashley Westwood,Midfielder,35,0.0,54.0,61%,0.0,5.0,32.0,26.0,8.0,0.0,262.0,110.0,112.0,8.0,16.0,26.0,6,"1,741",49.74,11.0,146.0,27%,4.0,116.0,9,0,33,2,0.0,2.0,0.0,0.0,0.06,0.0,13.0,3.0,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2019/20,groin injury,24-Nov-19,13-Dec-19
Jetro Willems,Defender,19,2.0,37.0,51%,0.0,5.0,17.0,38.0,22.0,0.0,95.0,97.0,65.0,21.0,22.0,16.0,2,429,22.58,2.0,32.0,16%,1.0,9.0,0,0,10,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Knee injury,22-Sep-19,5-Oct-19
Jetro Willems,Defender,19,2.0,37.0,51%,0.0,5.0,17.0,38.0,22.0,0.0,95.0,97.0,65.0,21.0,22.0,16.0,2,429,22.58,2.0,32.0,16%,1.0,9.0,0,0,10,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Knee injury,15-Dec-19,25-Dec-19
Jetro Willems,Defender,19,2.0,37.0,51%,0.0,5.0,17.0,38.0,22.0,0.0,95.0,97.0,65.0,21.0,22.0,16.0,2,429,22.58,2.0,32.0,16%,1.0,9.0,0,0,10,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Cruciate ligament tear,18-Jan-20,20-Sep-20
Chris Wood,Forward,32,0.0,7.0,0,0.0,8.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,460,14.38,1.0,8.0,0,0.0,0.0,1,0,34,14,5.0,4.0,5.0,0.0,0.44,1.0,65.0,31.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,hamstring injury,20-Oct-19,8-Nov-19
Chris Wood,Forward,32,0.0,7.0,0,0.0,8.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,460,14.38,1.0,8.0,0,0.0,0.0,1,0,34,14,5.0,4.0,5.0,0.0,0.44,1.0,65.0,31.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2019/20,hamstring strain,16-Feb-20,28-Feb-20
Chris Wood,Forward,32,0.0,7.0,0,0.0,8.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,460,14.38,1.0,8.0,0,0.0,0.0,1,0,34,14,5.0,4.0,5.0,0.0,0.44,1.0,65.0,31.0,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2019/20,calf injury,5-Jun-20,4-Jul-20
Granit Xhaka,Midfielder,31,0.0,45.0,56%,0.0,3.0,21.0,55.0,36.0,0.0,195.0,147.0,158.0,25.0,45.0,55.0,2,"1,903",61.39,1.0,16.0,19%,4.0,126.0,10,0,56,1,0.0,0.0,1.0,0.0,0.03,0.0,11.0,3.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,Back injury,12-Aug-19,23-Aug-19
Granit Xhaka,Midfielder,31,0.0,45.0,56%,0.0,3.0,21.0,55.0,36.0,0.0,195.0,147.0,158.0,25.0,45.0,55.0,2,"1,903",61.39,1.0,16.0,19%,4.0,126.0,10,0,56,1,0.0,0.0,1.0,0.0,0.03,0.0,11.0,3.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,concussion,9-Dec-19,17-Dec-19
Granit Xhaka,Midfielder,31,0.0,45.0,56%,0.0,3.0,21.0,55.0,36.0,0.0,195.0,147.0,158.0,25.0,45.0,55.0,2,"1,903",61.39,1.0,16.0,19%,4.0,126.0,10,0,56,1,0.0,0.0,1.0,0.0,0.03,0.0,11.0,3.0,27%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2019/20,Ankle injury,18-Jun-20,24-Jun-20
DeAndre Yedlin,Defender,16,1.0,18.0,72%,0.0,0.0,10.0,16.0,6.0,1.0,38.0,36.0,39.0,1.0,8.0,13.0,0,246,15.38,0.0,28.0,21%,0.0,13.0,3,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Groin problems,28-Apr-19,28-Sep-19
DeAndre Yedlin,Defender,16,1.0,18.0,72%,0.0,0.0,10.0,16.0,6.0,1.0,38.0,36.0,39.0,1.0,8.0,13.0,0,246,15.38,0.0,28.0,21%,0.0,13.0,3,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Hip injury,27-Nov-19,10-Dec-19
DeAndre Yedlin,Defender,16,1.0,18.0,72%,0.0,0.0,10.0,16.0,6.0,1.0,38.0,36.0,39.0,1.0,8.0,13.0,0,246,15.38,0.0,28.0,21%,0.0,13.0,3,0,8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2019/20,Hand injury,5-Jan-20,23-Jan-20
Allan,Midfielder,24,0.0,80.0,56%,0.0,1.0,19.0,23.0,8.0,0.0,187.0,145.0,151.0,31.0,5.0,11.0,0,"1,055",43.96,0.0,4.0,25%,1.0,57.0,6,0,37,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,groin injury,2-Oct-20,16-Oct-20
Allan,Midfielder,24,0.0,80.0,56%,0.0,1.0,19.0,23.0,8.0,0.0,187.0,145.0,151.0,31.0,5.0,11.0,0,"1,055",43.96,0.0,4.0,25%,1.0,57.0,6,0,37,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,muscle injury,17-Dec-20,13-Feb-21
Dele Alli,Midfielder,15,0.0,18.0,61%,0.0,3.0,7.0,3.0,3.0,0.0,50.0,49.0,63.0,11.0,8.0,11.0,1,330,22.0,0.0,10.0,20%,1.0,5.0,0,0,10,0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,4.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2020/21,Tendon irritation,"Jan 22,2021","Feb 9,2021"
Miguel Almirón,Midfielder,34,0.0,49.0,59%,0.0,11.0,25.0,18.0,6.0,0.0,163.0,135.0,144.0,39.0,8.0,17.0,1,850,25.0,0.0,39.0,21%,3.0,33.0,3,0,18,4,0.0,0.0,4.0,2.0,0.12,0.0,33.0,15.0,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Knee injury,28-Feb-21,15-Mar-21
André Gomes,Midfielder,28,0.0,35.0,66%,0.0,5.0,10.0,10.0,6.0,0.0,126.0,99.0,137.0,31.0,20.0,14.0,1,876,31.29,0.0,23.0,17%,2.0,57.0,3,0,35,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,bruise,27-Sep-20,16-Oct-20
Pierre-Emerick Aubameyang,Forward,29,0.0,12.0,0,0.0,13.0,7.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,624,21.52,0.0,38.0,0,0.0,0.0,2,0,13,10,1.0,8.0,1.0,2.0,0.34,2.0,57.0,22.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,Calf injury,17-Dec-20,28-Dec-20
Pierre-Emerick Aubameyang,Forward,29,0.0,12.0,0,0.0,13.0,7.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,624,21.52,0.0,38.0,0,0.0,0.0,2,0,13,10,1.0,8.0,1.0,2.0,0.34,2.0,57.0,22.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,Knock,18-Jan-21,1-Feb-21
Pierre-Emerick Aubameyang,Forward,29,0.0,12.0,0,0.0,13.0,7.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,624,21.52,0.0,38.0,0,0.0,0.0,2,0,13,10,1.0,8.0,1.0,2.0,0.34,2.0,57.0,22.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,malaria,8-Apr-21,26-Apr-21
Eric Bailly,Defender,12,3.0,5.0,100%,0.0,1.0,13.0,36.0,22.0,0.0,73.0,37.0,27.0,4.0,24.0,17.0,0,562,46.83,0.0,0.0,0%,0.0,20.0,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Muscle injury,18-Oct-20,1-Dec-20
Eric Bailly,Defender,12,3.0,5.0,100%,0.0,1.0,13.0,36.0,22.0,0.0,73.0,37.0,27.0,4.0,24.0,17.0,0,562,46.83,0.0,0.0,0%,0.0,20.0,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Knock,21-Jan-21,25-Mar-21
Eric Bailly,Defender,12,3.0,5.0,100%,0.0,1.0,13.0,36.0,22.0,0.0,73.0,37.0,27.0,4.0,24.0,17.0,0,562,46.83,0.0,0.0,0%,0.0,20.0,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Coronavirus,31-Mar-21,20-Apr-21
Ross Barkley,Midfielder,26,0.0,6.0,33%,0.0,13.0,5.0,6.0,3.0,0.0,76.0,78.0,95.0,30.0,23.0,23.0,1,753,28.96,0.0,61.0,31%,0.0,37.0,0,0,14,3,1.0,1.0,1.0,2.0,0.12,0.0,39.0,12.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Hamstring injury,21-Nov-20,19-Jan-21
Ashley Barnes,Forward,22,0.0,12.0,0,0.0,12.0,5.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,304,13.82,0.0,8.0,0,0.0,0.0,4,0,46,3,1.0,1.0,1.0,0.0,0.14,1.0,38.0,13.0,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,bruise,27-Jan-21,5-Feb-21
Robbie Brady,Midfielder,19,0.0,22.0,68%,0.0,5.0,9.0,25.0,19.0,0.0,80.0,61.0,78.0,11.0,19.0,21.0,1,351,18.47,0.0,43.0,16%,2.0,24.0,3,0,21,1,0.0,1.0,0.0,0.0,0.05,0.0,16.0,5.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,chest injury,21-Sep-20,2-Oct-20
Robbie Brady,Midfielder,19,0.0,22.0,68%,0.0,5.0,9.0,25.0,19.0,0.0,80.0,61.0,78.0,11.0,19.0,21.0,1,351,18.47,0.0,43.0,16%,2.0,24.0,3,0,21,1,0.0,1.0,0.0,0.0,0.05,0.0,16.0,5.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,hamstring injury,24-Nov-20,4-Dec-20
Robbie Brady,Midfielder,19,0.0,22.0,68%,0.0,5.0,9.0,25.0,19.0,0.0,80.0,61.0,78.0,11.0,19.0,21.0,1,351,18.47,0.0,43.0,16%,2.0,24.0,3,0,21,1,0.0,1.0,0.0,0.0,0.05,0.0,16.0,5.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,hamstring injury,22-Dec-20,28-Dec-20
Robbie Brady,Midfielder,19,0.0,22.0,68%,0.0,5.0,9.0,25.0,19.0,0.0,80.0,61.0,78.0,11.0,19.0,21.0,1,351,18.47,0.0,43.0,16%,2.0,24.0,3,0,21,1,0.0,1.0,0.0,0.0,0.05,0.0,16.0,5.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,calf injury,1-Feb-21,12-Feb-21
Josh Brownhill,Midfielder,33,0.0,45.0,60%,0.0,10.0,69.0,37.0,16.0,0.0,195.0,155.0,135.0,15.0,65.0,54.0,1,"1,172",35.52,0.0,17.0,24%,1.0,33.0,2,0,36,0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,7.0,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,ankle injury,28-Jan-21,12-Feb-21
Dominic Calvert-Lewin,Forward,33,0.0,17.0,0,0.0,11.0,6.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,675,20.45,0.0,9.0,0,0.0,0.0,3,0,37,16,7.0,8.0,1.0,1.0,0.48,0.0,83.0,46.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,muscle injury,2-Jan-21,26-Jan-21
Dominic Calvert-Lewin,Forward,33,0.0,17.0,0,0.0,11.0,6.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,675,20.45,0.0,9.0,0,0.0,0.0,3,0,37,16,7.0,8.0,1.0,1.0,0.48,0.0,83.0,46.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,hamstring injury,11-Feb-21,19-Feb-21
Edinson Cavani,Forward,26,0.0,12.0,0,0.0,7.0,6.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,336,12.92,0.0,4.0,0,0.0,0.0,4,0,21,10,6.0,3.0,1.0,0.0,0.38,0.0,34.0,15.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2020/21,Knock,6-Dec-20,18-Dec-20
Edinson Cavani,Forward,26,0.0,12.0,0,0.0,7.0,6.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,336,12.92,0.0,4.0,0,0.0,0.0,4,0,21,10,6.0,3.0,1.0,0.0,0.38,0.0,34.0,15.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2020/21,Muscle injury,15-Feb-21,1-Mar-21
Edinson Cavani,Forward,26,0.0,12.0,0,0.0,7.0,6.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,336,12.92,0.0,4.0,0,0.0,0.0,4,0,21,10,6.0,3.0,1.0,0.0,0.38,0.0,34.0,15.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2020/21,Knock,5-Mar-21,21-Mar-21
Dani Ceballos,Midfielder,25,0.0,37.0,59%,0.0,4.0,35.0,14.0,10.0,0.0,136.0,95.0,93.0,26.0,8.0,13.0,3,"1,272",50.88,0.0,29.0,31%,7.0,70.0,4,0,23,0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Calf injury,15-Jan-21,1-Feb-21
Ciaran Clark,Defender,22,3.0,24.0,58%,0.0,2.0,29.0,99.0,51.0,0.0,105.0,108.0,66.0,4.0,69.0,41.0,0,790,35.91,0.0,0.0,0%,0.0,39.0,3,0,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,Calf injury,19-Jan-21,29-Jan-21
Ciaran Clark,Defender,22,3.0,24.0,58%,0.0,2.0,29.0,99.0,51.0,0.0,105.0,108.0,66.0,4.0,69.0,41.0,0,790,35.91,0.0,0.0,0%,0.0,39.0,3,0,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,Knock,4-Feb-21,14-Feb-21
Séamus Coleman,Defender,25,5.0,39.0,67%,0.0,5.0,13.0,32.0,17.0,0.0,124.0,85.0,68.0,20.0,9.0,11.0,3,645,25.8,0.0,35.0,29%,0.0,33.0,0,0,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,muscle injury,17-Oct-20,18-Dec-20
Jack Cork,Midfielder,16,0.0,26.0,38%,0.0,4.0,16.0,19.0,8.0,0.0,89.0,75.0,83.0,5.0,33.0,29.0,0,500,31.25,0.0,5.0,20%,0.0,17.0,2,0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,broken foot,30-Jun-20,13-Dec-20
David Luiz,Defender,20,3.0,12.0,75%,1.0,5.0,16.0,49.0,29.0,0.0,64.0,55.0,31.0,3.0,35.0,14.0,0,998,49.9,0.0,9.0,0%,3.0,71.0,1,1,15,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2020/21,Hamstring injury,26-Oct-20,3-Nov-20
David Luiz,Defender,20,3.0,12.0,75%,1.0,5.0,16.0,49.0,29.0,0.0,64.0,55.0,31.0,3.0,35.0,14.0,0,998,49.9,0.0,9.0,0%,3.0,71.0,1,1,15,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2020/21,Neck injury,11-Sep-20,18-Sep-20
David Luiz,Defender,20,3.0,12.0,75%,1.0,5.0,16.0,49.0,29.0,0.0,64.0,55.0,31.0,3.0,35.0,14.0,0,998,49.9,0.0,9.0,0%,3.0,71.0,1,1,15,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2020/21,Ill,25-Dec-20,1-Jan-21
David Luiz,Defender,20,3.0,12.0,75%,1.0,5.0,16.0,49.0,29.0,0.0,64.0,55.0,31.0,3.0,35.0,14.0,0,998,49.9,0.0,9.0,0%,3.0,71.0,1,1,15,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2020/21,Head injury,25-Dec-20,1-Jan-21
Tom Davies,Midfielder,25,0.0,31.0,58%,0.0,2.0,34.0,20.0,12.0,0.0,102.0,85.0,79.0,18.0,11.0,15.0,1,697,27.88,0.0,5.0,60%,1.0,34.0,3,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2020/21,bruise,28-Oct-20,4-Nov-20
Fabian Delph,Midfielder,8,0.0,5.0,40%,0.0,0.0,4.0,7.0,0.0,0.0,22.0,19.0,8.0,7.0,0.0,0.0,0,217,27.13,0.0,7.0,0%,0.0,8.0,1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,bruise,2-Nov-20,27-Nov-20
Fabian Delph,Midfielder,8,0.0,5.0,40%,0.0,0.0,4.0,7.0,0.0,0.0,22.0,19.0,8.0,7.0,0.0,0.0,0,217,27.13,0.0,7.0,0%,0.0,8.0,1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2020/21,hamstring injury,6-Dec-20,3-Feb-21
Eric Dier,Midfielder,28,0.0,23.0,61%,0.0,4.0,23.0,122.0,68.0,0.0,139.0,123.0,82.0,3.0,86.0,59.0,0,"1,789",63.89,0.0,5.0,20%,1.0,111.0,3,0,16,0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,2.0,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2020/21,Muscle injury,"Oct 13,2020","Oct 25,2020"
Lucas Digne,Defender,30,9.0,63.0,60%,0.0,6.0,31.0,72.0,28.0,0.0,141.0,195.0,128.0,18.0,92.0,42.0,7,"1,266",42.2,0.0,215.0,21%,0.0,40.0,2,1,33,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,ankle injury,26-Nov-20,11-Jan-21
Matt Doherty,Defender,17,3.0,29.0,52%,0.0,2.0,23.0,36.0,26.0,0.0,57.0,95.0,84.0,5.0,49.0,25.0,2,676,39.76,0.0,31.0,26%,0.0,21.0,2,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Coronavirus,"Nov 16,2020","Nov 25,2020"
Matt Doherty,Defender,17,3.0,29.0,52%,0.0,2.0,23.0,36.0,26.0,0.0,57.0,95.0,84.0,5.0,49.0,25.0,2,676,39.76,0.0,31.0,26%,0.0,21.0,2,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Unknown injury,"Jan 16,2021","Jan 26,2021"
Matt Doherty,Defender,17,3.0,29.0,52%,0.0,2.0,23.0,36.0,26.0,0.0,57.0,95.0,84.0,5.0,49.0,25.0,2,676,39.76,0.0,31.0,26%,0.0,21.0,2,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Muscle injury,"Apr 1,2021","Apr 30,2021"
Abdoulaye Doucouré,Midfielder,29,0.0,52.0,62%,0.0,6.0,39.0,25.0,10.0,0.0,186.0,123.0,108.0,21.0,38.0,20.0,3,"1,341",46.24,0.0,9.0,11%,3.0,38.0,6,0,23,2,1.0,0.0,1.0,0.0,0.07,0.0,18.0,5.0,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,foot injury,4-Mar-21,7-May-21
Douglas Luiz,Midfielder,33,0.0,49.0,37%,0.0,6.0,43.0,41.0,22.0,0.0,208.0,162.0,164.0,23.0,43.0,42.0,2,"1,415",42.88,0.0,23.0,17%,0.0,108.0,8,1,59,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,Hamstring injury,25-Oct-20,25-Nov-20
Ryan Fraser,Midfielder,18,0.0,4.0,25%,0.0,4.0,6.0,5.0,0.0,0.0,30.0,32.0,35.0,3.0,5.0,22.0,2,262,14.56,0.0,103.0,24%,0.0,3.0,0,1,5,0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Hamstring injury,2-Nov-20,15-Dec-20
Ryan Fraser,Midfielder,18,0.0,4.0,25%,0.0,4.0,6.0,5.0,0.0,0.0,30.0,32.0,35.0,3.0,5.0,22.0,2,262,14.56,0.0,103.0,24%,0.0,3.0,0,1,5,0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Groin injury,1-Apr-21,31-May-21
Gabriel Magalhães,Defender,23,6.0,25.0,60%,1.0,5.0,26.0,73.0,42.0,1.0,118.0,113.0,76.0,5.0,57.0,41.0,0,"1,550",67.39,0.0,2.0,50%,1.0,51.0,2,1,23,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,Coronavirus,26-Dec-20,13-Jan-21
Gabriel Martinelli,Forward,14,0.0,7.0,14%,0.0,3.0,8.0,3.0,1.0,0.0,22.0,31.0,47.0,13.0,7.0,15.0,1,144,10.29,0.0,12.0,42%,1.0,3.0,0,0,9,2,0.0,1.0,1.0,0.0,0.14,0.0,20.0,8.0,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2020/21,Ankle injury,9-Jan-21,17-Jan-21
Dwight Gayle,Forward,18,0.0,2.0,0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,108,6.0,0.0,5.0,0,0.0,0.0,0,0,6,1,1.0,0.0,0.0,1.0,0.06,0.0,16.0,7.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,Inner ligament injury,5-Sep-20,11-Dec-20
Ben Godfrey,Defender,31,11.0,55.0,60%,0.0,5.0,33.0,110.0,62.0,1.0,136.0,138.0,70.0,9.0,57.0,32.0,2,"1,219",39.32,0.0,6.0,50%,1.0,36.0,4,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2020/21,hamstring injury,26-Oct-20,6-Nov-20
