Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Mikkel Damsgaard,Midfielder,23,0.0,29.0,59%,0.0,3.0,11.0,10.0,5.0,0.0,57.0,58.0,70.0,9.0,12.0,11.0,2,394,17.13,0.0,29.0,10%,10.0,23.0,2,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Knee surgery,29-Sep-23,5-Dec-23
Mikkel Damsgaard,Midfielder,23,0.0,29.0,59%,0.0,3.0,11.0,10.0,5.0,0.0,57.0,58.0,70.0,9.0,12.0,11.0,2,394,17.13,0.0,29.0,10%,10.0,23.0,2,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Adductor pain,26-Aug-23,27-Sep-23
Josh Dasilva,Midfielder,3,0.0,2.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,0.0,0.0,0,13,4.33,0.0,6.0,17%,0.0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Hamstring injury,19-Aug-23,4-Jan-24
Josh Dasilva,Midfielder,3,0.0,2.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,0.0,0.0,0,13,4.33,0.0,6.0,17%,0.0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Ankle injury,6-Dec-23,30-Mar-24
Josh Dasilva,Midfielder,3,0.0,2.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,2.0,0.0,0.0,0,13,4.33,0.0,6.0,17%,0.0,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Knee surgery,5-Feb-24,15-Mar-25
Diego Carlos,Defender,27,5.0,27.0,59%,2.0,2.0,13.0,78.0,35.0,1.0,78.0,54.0,66.0,2.0,22.0,28.0,0,"1,339",49.59,0.0,1.0,0%,0.0,66.0,4,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2023/24,Hamstring injury,14-Feb-24,5-Mar-24
Lucas Digne,Defender,33,3.0,47.0,40%,0.0,7.0,26.0,61.0,40.0,0.0,101.0,129.0,101.0,10.0,42.0,25.0,3,"1,013",30.7,0.0,154.0,23%,0.0,21.0,7,0,29,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2023/24,Hamstring injury,26-Dec-23,6-Feb-24
Jhon Durán,Forward,23,0.0,6.0,0,0.0,3.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114,4.96,0.0,6.0,0,0.0,0.0,5,0,12,5,0.0,0.0,5.0,1.0,0.22,0.0,20.0,7.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2023/24,unknown injury,11-Aug-23,13-Aug-23
Jhon Durán,Forward,23,0.0,6.0,0,0.0,3.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114,4.96,0.0,6.0,0,0.0,0.0,5,0,12,5,0.0,0.0,5.0,1.0,0.22,0.0,20.0,7.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2023/24,infection,21-Oct-23,23-Oct-23
Jhon Durán,Forward,23,0.0,6.0,0,0.0,3.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114,4.96,0.0,6.0,0,0.0,0.0,5,0,12,5,0.0,0.0,5.0,1.0,0.22,0.0,20.0,7.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2023/24,infection,28-Oct-23,6-Nov-23
Jhon Durán,Forward,23,0.0,6.0,0,0.0,3.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114,4.96,0.0,6.0,0,0.0,0.0,5,0,12,5,0.0,0.0,5.0,1.0,0.22,0.0,20.0,7.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2023/24,Hamstring injury,25-Jan-24,8-Mar-24
Hjalmar Ekdal,Defender,8,0.0,4.0,50%,0.0,0.0,6.0,21.0,8.0,0.0,26.0,12.0,21.0,2.0,4.0,9.0,0,217,27.13,0.0,0.0,0%,0.0,6.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,knee injury,30-Aug-23,18-Nov-23
Mark Flekken,Goalkeeper,37,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"1,446",39.08,0.0,0.0,0,0.0,321.0,3,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115.0,0.0,23.0,40.0,1.0,17.0,131.0,289.0,31.0,2023/24,cold,3-Oct-23,19-Oct-23
Lyle Foster,Forward,24,0.0,19.0,0,0.0,4.0,3.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,452,18.83,0.0,3.0,0,0.0,0.0,0,1,24,5,0.0,3.0,2.0,0.0,0.21,0.0,34.0,17.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,depression,9-Nov-23,10-Dec-23
Gabriel Jesus,Forward,27,0.0,24.0,0,0.0,16.0,13.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,490,18.15,0.0,9.0,0,0.0,0.0,6,0,26,4,2.0,1.0,1.0,2.0,0.15,0.0,55.0,19.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Hamstring injury,24-Oct-23,19-Nov-23
Gabriel Jesus,Forward,27,0.0,24.0,0,0.0,16.0,13.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,490,18.15,0.0,9.0,0,0.0,0.0,6,0,26,4,2.0,1.0,1.0,2.0,0.15,0.0,55.0,19.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Knee injury,5-Jan-24,18-Jan-24
Gabriel Martinelli,Forward,35,0.0,30.0,80%,0.0,19.0,5.0,7.0,2.0,0.0,95.0,109.0,169.0,40.0,17.0,26.0,4,807,23.06,0.0,109.0,26%,3.0,24.0,1,0,23,6,0.0,5.0,1.0,1.0,0.17,0.0,58.0,22.0,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Hamstring injury,17-Sep-23,7-Oct-23
Gabriel Martinelli,Forward,35,0.0,30.0,80%,0.0,19.0,5.0,7.0,2.0,0.0,95.0,109.0,169.0,40.0,17.0,26.0,4,807,23.06,0.0,109.0,26%,3.0,24.0,1,0,23,6,0.0,5.0,1.0,1.0,0.17,0.0,58.0,22.0,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Foot injury,5-Mar-24,29-Mar-24
Bryan Gil,Forward,11,0.0,1.0,0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,144,13.09,0.0,11.0,0,0.0,0.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Inflammation of pubic bone,"Aug 2,2023","Oct 5,2023"
Rico Henry,Defender,5,1.0,7.0,71%,0.0,0.0,5.0,5.0,3.0,0.0,24.0,24.0,18.0,7.0,4.0,6.0,1,156,31.2,0.0,11.0,18%,0.0,8.0,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Knee injury,16-Sep-23,5-Oct-24
Aaron Hickey,Defender,9,0.0,16.0,56%,0.0,2.0,3.0,10.0,8.0,0.0,42.0,38.0,29.0,5.0,2.0,9.0,0,252,28.0,0.0,5.0,0%,1.0,9.0,5,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Hamstring injury,2-Nov-23,2-Apr-25
Alexander Isak,Forward,30,0.0,5.0,0,0.0,14.0,6.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,474,15.8,0.0,10.0,0,0.0,0.0,1,0,14,21,1.0,19.0,1.0,2.0,0.7,5.0,78.0,43.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Groin injury,25-Oct-23,24-Nov-23
Alexander Isak,Forward,30,0.0,5.0,0,0.0,14.0,6.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,474,15.8,0.0,10.0,0,0.0,0.0,1,0,14,21,1.0,19.0,1.0,2.0,0.7,5.0,78.0,43.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Groin injury,30-Jan-24,23-Feb-24
Alex Iwobi,Forward,32,0.0,31.0,0,0.0,18.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"1,012",31.63,0.0,70.0,0,0.0,0.0,2,0,12,5,0.0,4.0,1.0,1.0,0.16,0.0,55.0,20.0,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,hamstring injury,20-Aug-23,15-Sep-23
Joelinton,Forward,20,0.0,39.0,0,0.0,4.0,19.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,616,30.8,0.0,2.0,0,0.0,0.0,6,0,28,2,0.0,2.0,0.0,1.0,0.1,0.0,19.0,9.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Hamstring injury,13-Sep-23,15-Oct-23
Joelinton,Forward,20,0.0,39.0,0,0.0,4.0,19.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,616,30.8,0.0,2.0,0,0.0,0.0,6,0,28,2,0.0,2.0,0.0,1.0,0.1,0.0,19.0,9.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Hamstring injury,16-Dec-23,25-Dec-23
Joelinton,Forward,20,0.0,39.0,0,0.0,4.0,19.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,616,30.8,0.0,2.0,0,0.0,0.0,6,0,28,2,0.0,2.0,0.0,1.0,0.1,0.0,19.0,9.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Groin surgery,6-Jan-24,3-May-24
Boubacar Kamara,Midfielder,20,0.0,43.0,67%,0.0,1.0,21.0,15.0,7.0,0.0,97.0,105.0,108.0,14.0,20.0,25.0,1,"1,024",51.2,0.0,2.0,0%,6.0,41.0,7,1,35,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2023/24,Knee injury,11-Feb-24,Present
Luca Koleosho,Forward,15,0.0,7.0,0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,246,16.4,0.0,23.0,0,0.0,0.0,0,0,18,1,0.0,1.0,0.0,1.0,0.07,0.0,23.0,5.0,22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2023/24,knee injury,6-Dec-23,17-Jun-24
Ezri Konsa,Defender,35,6.0,54.0,59%,3.0,5.0,28.0,68.0,29.0,0.0,142.0,167.0,53.0,19.0,30.0,14.0,0,"1,953",55.8,0.0,17.0,24%,1.0,46.0,5,0,14,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Knee injury,4-Feb-24,1-Mar-24
Jamaal Lascelles,Defender,16,5.0,14.0,64%,0.0,1.0,5.0,42.0,26.0,0.0,53.0,64.0,51.0,1.0,47.0,26.0,0,769,48.06,0.0,1.0,0%,0.0,14.0,4,0,17,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2023/24,unknown injury,23-Dec-23,1-Jan-24
Lewis Miley,Midfielder,17,0.0,33.0,64%,0.0,7.0,8.0,16.0,5.0,0.0,78.0,58.0,52.0,8.0,11.0,12.0,3,524,30.82,0.0,11.0,18%,4.0,18.0,1,0,5,1,0.0,1.0,0.0,0.0,0.06,0.0,13.0,3.0,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2023/24,Fever,16-Oct-23,1-Nov-23
Lewis Miley,Midfielder,17,0.0,33.0,64%,0.0,7.0,8.0,16.0,5.0,0.0,78.0,58.0,52.0,8.0,11.0,12.0,3,524,30.82,0.0,11.0,18%,4.0,18.0,1,0,5,1,0.0,1.0,0.0,0.0,0.06,0.0,13.0,3.0,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2023/24,ack injury,25-Mar-24,20-May-24
Tino Livramento,Defender,26,1.0,23.0,57%,0.0,2.0,25.0,37.0,17.0,1.0,85.0,80.0,48.0,17.0,12.0,8.0,0,675,25.96,0.0,26.0,19%,0.0,13.0,1,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2023/24,Ill,12-Jan-24,20-Jan-24
Tino Livramento,Defender,26,1.0,23.0,57%,0.0,2.0,25.0,37.0,17.0,1.0,85.0,80.0,48.0,17.0,12.0,8.0,0,675,25.96,0.0,26.0,19%,0.0,13.0,1,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2023/24,Ankle injury,11-Mar-24,12-Apr-24
Tino Livramento,Defender,26,1.0,23.0,57%,0.0,2.0,25.0,37.0,17.0,1.0,85.0,80.0,48.0,17.0,12.0,8.0,0,675,25.96,0.0,26.0,19%,0.0,13.0,1,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2023/24,Ankle injury,14-May-24,27-May-24
Giovani Lo Celso,Midfielder,22,0.0,22.0,59%,0.0,4.0,5.0,2.0,1.0,0.0,46.0,57.0,32.0,8.0,1.0,5.0,2,483,21.95,0.0,13.0,38%,2.0,18.0,2,0,12,2,0.0,0.0,2.0,1.0,0.09,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Hamstring injury,"Aug 29,2023","Oct 5,2023"
Giovani Lo Celso,Midfielder,22,0.0,22.0,59%,0.0,4.0,5.0,2.0,1.0,0.0,46.0,57.0,32.0,8.0,1.0,5.0,2,483,21.95,0.0,13.0,38%,2.0,18.0,2,0,12,2,0.0,0.0,2.0,1.0,0.09,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Unknown injury,"Dec 14,2023","Dec 22,2024"
Giovani Lo Celso,Midfielder,22,0.0,22.0,59%,0.0,4.0,5.0,2.0,1.0,0.0,46.0,57.0,32.0,8.0,1.0,5.0,2,483,21.95,0.0,13.0,38%,2.0,18.0,2,0,12,2,0.0,0.0,2.0,1.0,0.09,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2023/24,Muscle Strain,"Jan 6,2024","Feb 11,2024"
Giovani Lo Celso,Midfielder,22,0.0,22.0,59%,0.0,4.0,5.0,2.0,1.0,0.0,46.0,57.0,32.0,8.0,1.0,5.0,2,483,21.95,0.0,13.0,38%,2.0,18.0,2,0,12,2,0.0,0.0,2.0,1.0,0.09,0.0,13.0,6.0,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2023/24,Knee injury,"May 15,2024","May 20,2024"
Sean Longstaff,Midfielder,35,0.0,54.0,56%,0.0,14.0,17.0,22.0,16.0,0.0,120.0,117.0,130.0,11.0,19.0,22.0,2,"1,209",34.54,0.0,25.0,32%,8.0,44.0,7,0,24,6,0.0,5.0,1.0,0.0,0.17,0.0,41.0,15.0,37%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2023/24,Ankle injury,11-Nov-23,8-Dec-23
Bryan Mbeumo,Midfielder,25,0.0,15.0,67%,0.0,11.0,7.0,12.0,8.0,0.0,93.0,106.0,160.0,26.0,23.0,45.0,6,650,26.0,0.0,92.0,32%,15.0,17.0,2,0,22,9,0.0,1.0,8.0,3.0,0.36,3.0,53.0,20.0,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Ankle injury,7-Dec-23,12-Mar-24
Dwight McNeil,Forward,35,0.0,44.0,0,0.0,20.0,22.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"1,001",28.6,0.0,229.0,0,0.0,0.0,2,0,18,3,0.0,0.0,3.0,3.0,0.09,0.0,57.0,15.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,ankle injury,29-Jul-23,1-Sep-23
Ben Mee,Defender,16,1.0,26.0,58%,0.0,4.0,13.0,57.0,34.0,1.0,67.0,67.0,54.0,3.0,35.0,32.0,0,605,37.81,0.0,5.0,60%,0.0,36.0,1,1,7,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2023/24,Muscle injury,26-Sep-23,20-Oct-23
Ben Mee,Defender,16,1.0,26.0,58%,0.0,4.0,13.0,57.0,34.0,1.0,67.0,67.0,54.0,3.0,35.0,32.0,0,605,37.81,0.0,5.0,60%,0.0,36.0,1,1,7,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2023/24,Ankle injury,26-Feb-24,30-Jun-24
Álex Moreno,Defender,21,2.0,18.0,67%,0.0,1.0,13.0,33.0,18.0,0.0,40.0,53.0,50.0,15.0,4.0,10.0,0,407,19.38,0.0,37.0,11%,0.0,13.0,2,0,11,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2023/24,minor knock,15-Apr-24,31-May-24
Amadou Onana,Midfielder,30,0.0,71.0,54%,0.0,8.0,21.0,30.0,16.0,0.0,160.0,180.0,93.0,12.0,53.0,19.0,0,"1,023",34.1,0.0,3.0,33%,6.0,61.0,5,0,37,2,2.0,0.0,0.0,0.0,0.07,0.0,29.0,6.0,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,calf injury,11-Nov-23,8-Dec-23
Thomas Partey,Midfielder,14,0.0,14.0,79%,0.0,3.0,11.0,8.0,2.0,0.0,56.0,36.0,33.0,9.0,7.0,8.0,0,621,44.36,0.0,2.0,100%,3.0,25.0,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2023/24,Groin injury,2-Sep-23,3-Oct-23
Thomas Partey,Midfielder,14,0.0,14.0,79%,0.0,3.0,11.0,8.0,2.0,0.0,56.0,36.0,33.0,9.0,7.0,8.0,0,621,44.36,0.0,2.0,100%,3.0,25.0,3,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2023/24,Hamstring injury,9-Nov-23,29-Feb-24
Philippe Coutinho,Midfielder,2,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0,0,24,12.0,0.0,0.0,0%,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2023/24,Hamstring injury,20-Aug-23,25-Sep-23
Ethan Pinnock,Defender,29,5.0,35.0,66%,0.0,3.0,43.0,167.0,80.0,0.0,131.0,165.0,73.0,6.0,114.0,51.0,0,"1,398",48.21,0.0,7.0,0%,0.0,71.0,1,0,4,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2023/24,Ankle injury,10-Feb-24,13-Apr-24
Nick Pope,Goalkeeper,15,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,311,20.73,0.0,0.0,0,0.0,46.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.0,0.0,10.0,9.0,2.0,11.0,88.0,95.0,32.0,2023/24,Shoulder injury,2-Dec-23,2-May-24
Jacob Ramsey,Midfielder,16,0.0,16.0,50%,0.0,4.0,3.0,7.0,2.0,0.0,42.0,41.0,52.0,8.0,5.0,3.0,1,310,19.38,0.0,11.0,18%,3.0,0.0,2,0,7,1,0.0,1.0,0.0,0.0,0.06,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Metatarsal fracture,2-Jul-23,20-Sep-23
Jacob Ramsey,Midfielder,16,0.0,16.0,50%,0.0,4.0,3.0,7.0,2.0,0.0,42.0,41.0,52.0,8.0,5.0,3.0,1,310,19.38,0.0,11.0,18%,3.0,0.0,2,0,7,1,0.0,1.0,0.0,0.0,0.06,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Foot injury,4-Oct-23,24-Nov-23
Jacob Ramsey,Midfielder,16,0.0,16.0,50%,0.0,4.0,3.0,7.0,2.0,0.0,42.0,41.0,52.0,8.0,5.0,3.0,1,310,19.38,0.0,11.0,18%,3.0,0.0,2,0,7,1,0.0,1.0,0.0,0.0,0.06,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Hamstring injury,13-Jan-24,29-Jan-24
Jacob Ramsey,Midfielder,16,0.0,16.0,50%,0.0,4.0,3.0,7.0,2.0,0.0,42.0,41.0,52.0,8.0,5.0,3.0,1,310,19.38,0.0,11.0,18%,3.0,0.0,2,0,7,1,0.0,1.0,0.0,0.0,0.06,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2023/24,Toe injury,3-Mar-24,Present
Nathan Redmond,Midfielder,12,0.0,2.0,50%,0.0,0.0,0.0,3.0,3.0,0.0,6.0,9.0,12.0,4.0,1.0,1.0,0,68,5.67,0.0,3.0,33%,0.0,3.0,1,0,4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2023/24,unknown injur,10-Sep-23,15-Oct-23
Morgan Rogers,Forward,11,0.0,8.0,0,0.0,3.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,188,17.09,0.0,2.0,0,0.0,0.0,3,0,12,3,0.0,2.0,1.0,0.0,0.27,0.0,11.0,5.0,45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2023/24,Hamstring injury,6-May-24,1-Jun-24
Bukayo Saka,Forward,35,0.0,66.0,0,0.0,44.0,15.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,"1,310",37.43,0.0,181.0,0,0.0,0.0,4,0,41,16,1.0,4.0,11.0,3.0,0.46,6.0,108.0,37.0,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,unknown injury,21-Mar-24,6-Apr-24
Bukayo Saka,Forward,35,0.0,66.0,0,0.0,44.0,15.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,"1,310",37.43,0.0,181.0,0,0.0,0.0,4,0,41,16,1.0,4.0,11.0,3.0,0.46,6.0,108.0,37.0,34%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2023/24,Thigh problems,3-Oct-23,21-Oct-23
Kevin Schade,Midfielder,11,0.0,3.0,33%,0.0,1.0,1.0,4.0,3.0,0.0,23.0,28.0,44.0,2.0,17.0,14.0,1,88,8.0,0.0,5.0,40%,1.0,0.0,0,0,10,2,0.0,2.0,0.0,1.0,0.18,0.0,8.0,4.0,50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2023/24,Adductor injury,23-Sep-23,10-Apr-24
Fabian Schär,Defender,36,8.0,42.0,57%,1.0,12.0,36.0,131.0,50.0,1.0,174.0,150.0,149.0,13.0,70.0,72.0,1,"2,106",58.5,0.0,8.0,38%,6.0,185.0,5,0,38,4,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2023/24,Hamstring injury,27-Apr-24,15-May-24
Fabian Schär,Defender,36,8.0,42.0,57%,1.0,12.0,36.0,131.0,50.0,1.0,174.0,150.0,149.0,13.0,70.0,72.0,1,"2,106",58.5,0.0,8.0,38%,6.0,185.0,5,0,38,4,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2023/24,concussion,27-Feb-23,5-Mar-23
Youri Tielemans,Midfielder,32,0.0,41.0,49%,0.0,5.0,15.0,8.0,4.0,0.0,97.0,98.0,86.0,15.0,13.0,9.0,6,907,28.34,0.0,31.0,6%,17.0,36.0,3,0,22,2,0.0,2.0,0.0,2.0,0.06,0.0,14.0,6.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Groin injury,27-Apr-24,10-Jun-24
Youri Tielemans,Midfielder,32,0.0,41.0,49%,0.0,5.0,15.0,8.0,4.0,0.0,97.0,98.0,86.0,15.0,13.0,9.0,6,907,28.34,0.0,31.0,6%,17.0,36.0,3,0,22,2,0.0,2.0,0.0,2.0,0.06,0.0,14.0,6.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2023/24,Calf injury,13-Dec-23,12-Jan-24
